

<<START>>,<<FMS_TRADER_CONT_PLANT>>,,,,,,, 	(16-MAY-2025 10:56:06)
 
COMNPANY_CD,CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,PLANT_SEQ_NO,CONTRACT_TYPE,TIMESTAMP
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824006, 13,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824006, 13,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823047, 4,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823047, 4,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823047, 4,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824006, 13,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824006, 13,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824006, 13,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823047, 4,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823013, 2,I, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823013, 2,I, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823013, 2,I, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823013, 2,I, 	(16-MAY-2025 10:57:00)
2,43, 0, 0,823066, 2,I, 	(16-MAY-2025 10:57:00)
2,43, 0, 0,823066, 2,I, 	(16-MAY-2025 10:57:00)
2,43, 0, 0,823066, 2,I, 	(16-MAY-2025 10:57:00)
2,43, 0, 0,823066, 2,I, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824006, 13,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823047, 4,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824006, 13,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:00)
2,43, 0, 0,823066, 2,I, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823013, 2,I, 	(16-MAY-2025 10:57:00)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:00)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823047, 4,D, 	(16-MAY-2025 10:57:00)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:00)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823047, 4,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823047, 4,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823047, 4,D, 	(16-MAY-2025 10:57:00)
2,64, 0, 0,823099, 2,D, 	(16-MAY-2025 10:57:00)
2,64, 0, 0,823099, 2,D, 	(16-MAY-2025 10:57:00)
2,64, 0, 0,823099, 2,D, 	(16-MAY-2025 10:57:00)
2,64, 0, 0,823099, 2,D, 	(16-MAY-2025 10:57:00)
2,20, 0, 0,823074, 0,T, 	(16-MAY-2025 10:57:00)
2,43, 0, 0,823066, 2,I, 	(16-MAY-2025 10:57:00)
2,43, 0, 0,823066, 2,I, 	(16-MAY-2025 10:57:00)
2,43, 0, 0,823066, 2,I, 	(16-MAY-2025 10:57:00)
2,43, 0, 0,823066, 2,I, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823013, 2,I, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823013, 2,I, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823013, 2,I, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823048, 4,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823014, 2,I, 	(16-MAY-2025 10:57:00)
2,43, 0, 0,823067, 3,I, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823049, 4,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823049, 4,D, 	(16-MAY-2025 10:57:00)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:00)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823049, 4,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823015, 1,I, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:00)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:00)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:00)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:00)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:00)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:00)
2,154, 0, 0,823092, 0,D, 	(16-MAY-2025 10:57:00)
2,154, 0, 0,823092, 0,D, 	(16-MAY-2025 10:57:00)
2,154, 0, 0,823092, 0,D, 	(16-MAY-2025 10:57:00)
2,154, 0, 0,823092, 0,D, 	(16-MAY-2025 10:57:00)
2,154, 0, 0,823092, 0,D, 	(16-MAY-2025 10:57:00)
2,154, 0, 0,823092, 0,D, 	(16-MAY-2025 10:57:00)
2,154, 0, 0,823092, 0,D, 	(16-MAY-2025 10:57:00)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823049, 4,D, 	(16-MAY-2025 10:57:00)
2,20, 0, 0,823076, 1,T, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823048, 4,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823048, 4,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823048, 4,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:00)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:00)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:00)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:00)
2,43, 0, 0,823067, 3,I, 	(16-MAY-2025 10:57:00)
2,43, 0, 0,823067, 3,I, 	(16-MAY-2025 10:57:00)
2,43, 0, 0,823067, 3,I, 	(16-MAY-2025 10:57:00)
2,43, 0, 0,823067, 3,I, 	(16-MAY-2025 10:57:00)
2,43, 0, 0,823067, 3,I, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823014, 2,I, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823014, 2,I, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823014, 2,I, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823014, 2,I, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823014, 2,I, 	(16-MAY-2025 10:57:00)
2,166, 0, 0,823097, 5,T, 	(16-MAY-2025 10:57:00)
2,166, 0, 0,823097, 5,T, 	(16-MAY-2025 10:57:00)
2,166, 0, 0,823097, 5,T, 	(16-MAY-2025 10:57:00)
2,166, 0, 0,823097, 5,T, 	(16-MAY-2025 10:57:00)
2,166, 0, 0,823097, 5,T, 	(16-MAY-2025 10:57:00)
2,166, 0, 0,823097, 5,T, 	(16-MAY-2025 10:57:00)
2,166, 0, 0,823097, 5,T, 	(16-MAY-2025 10:57:00)
2,166, 0, 0,823097, 5,T, 	(16-MAY-2025 10:57:00)
2,166, 0, 0,823097, 5,T, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823048, 4,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823014, 2,I, 	(16-MAY-2025 10:57:00)
2,43, 0, 0,823067, 3,I, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:00)
2,43, 0, 0,823068, 1,I, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823048, 4,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:00)
2,43, 0, 0,823067, 3,I, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823014, 2,I, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823015, 1,I, 	(16-MAY-2025 10:57:00)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:00)
2,166, 0, 0,823097, 5,T, 	(16-MAY-2025 10:57:00)
2,64, 0, 0,823099, 2,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823048, 4,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823048, 4,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823048, 4,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823048, 4,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823048, 4,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823048, 4,D, 	(16-MAY-2025 10:57:00)
2,43, 0, 0,823067, 3,I, 	(16-MAY-2025 10:57:00)
2,43, 0, 0,823067, 3,I, 	(16-MAY-2025 10:57:00)
2,43, 0, 0,823067, 3,I, 	(16-MAY-2025 10:57:00)
2,43, 0, 0,823067, 3,I, 	(16-MAY-2025 10:57:00)
2,43, 0, 0,823067, 3,I, 	(16-MAY-2025 10:57:00)
2,43, 0, 0,823067, 3,I, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823014, 2,I, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823014, 2,I, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823014, 2,I, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823014, 2,I, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823014, 2,I, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823014, 2,I, 	(16-MAY-2025 10:57:00)
2,166, 0, 0,823097, 5,T, 	(16-MAY-2025 10:57:00)
2,166, 0, 0,823097, 5,T, 	(16-MAY-2025 10:57:00)
2,166, 0, 0,823097, 5,T, 	(16-MAY-2025 10:57:00)
2,166, 0, 0,823097, 5,T, 	(16-MAY-2025 10:57:00)
2,166, 0, 0,823097, 5,T, 	(16-MAY-2025 10:57:00)
2,20, 0, 0,823076, 1,T, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823014, 2,I, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823048, 4,D, 	(16-MAY-2025 10:57:00)
2,1, 0, 0,823014, 2,I, 	(16-MAY-2025 10:57:01)
2,43, 0, 0,823067, 3,I, 	(16-MAY-2025 10:57:01)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:01)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:01)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:01)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:01)
2,43, 0, 0,823067, 3,I, 	(16-MAY-2025 10:57:01)
2,43, 0, 0,823067, 3,I, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823013, 2,I, 	(16-MAY-2025 10:57:01)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:01)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823015, 1,I, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823015, 1,I, 	(16-MAY-2025 10:57:01)
2,43, 0, 0,823068, 1,I, 	(16-MAY-2025 10:57:01)
2,43, 0, 0,823068, 1,I, 	(16-MAY-2025 10:57:01)
2,43, 0, 0,823068, 1,I, 	(16-MAY-2025 10:57:01)
2,20, 0, 0,823076, 1,T, 	(16-MAY-2025 10:57:01)
2,20, 0, 0,823076, 1,T, 	(16-MAY-2025 10:57:01)
2,43, 0, 0,823068, 1,I, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823049, 4,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823049, 4,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823049, 4,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823049, 4,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823049, 4,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823049, 4,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:01)
2,20, 0, 0,823076, 1,T, 	(16-MAY-2025 10:57:01)
2,20, 0, 0,823076, 1,T, 	(16-MAY-2025 10:57:01)
2,20, 0, 0,823076, 1,T, 	(16-MAY-2025 10:57:01)
2,20, 0, 0,823076, 1,T, 	(16-MAY-2025 10:57:01)
2,20, 0, 0,823076, 1,T, 	(16-MAY-2025 10:57:01)
2,20, 0, 0,823076, 1,T, 	(16-MAY-2025 10:57:01)
2,20, 0, 0,823076, 1,T, 	(16-MAY-2025 10:57:01)
2,20, 0, 0,823076, 1,T, 	(16-MAY-2025 10:57:01)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:01)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:01)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:01)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:01)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:01)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:01)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823049, 4,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823046, 4,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824006, 13,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824004, 21,D, 	(16-MAY-2025 10:57:01)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:01)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824006, 13,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:01)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823013, 2,I, 	(16-MAY-2025 10:57:01)
2,43, 0, 0,823066, 2,I, 	(16-MAY-2025 10:57:01)
2,64, 0, 0,823099, 2,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824006, 13,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823047, 4,D, 	(16-MAY-2025 10:57:01)
2,43, 0, 0,823066, 2,I, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823013, 2,I, 	(16-MAY-2025 10:57:01)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:01)
2,64, 0, 0,823099, 2,D, 	(16-MAY-2025 10:57:01)
2,64, 0, 0,823099, 2,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824006, 13,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824006, 13,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823047, 4,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823047, 4,D, 	(16-MAY-2025 10:57:01)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:01)
2,43, 0, 0,823066, 2,I, 	(16-MAY-2025 10:57:01)
2,43, 0, 0,823066, 2,I, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823013, 2,I, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823013, 2,I, 	(16-MAY-2025 10:57:01)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823047, 4,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824006, 13,D, 	(16-MAY-2025 10:57:01)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823013, 2,I, 	(16-MAY-2025 10:57:01)
2,43, 0, 0,823066, 2,I, 	(16-MAY-2025 10:57:01)
2,64, 0, 0,823099, 2,D, 	(16-MAY-2025 10:57:01)
2,64, 0, 0,823099, 2,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823047, 4,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824006, 13,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:01)
2,43, 0, 0,823066, 2,I, 	(16-MAY-2025 10:57:01)
2,43, 0, 0,823067, 3,I, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823048, 4,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823014, 2,I, 	(16-MAY-2025 10:57:01)
2,43, 0, 0,823067, 3,I, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823048, 4,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823014, 2,I, 	(16-MAY-2025 10:57:01)
2,43, 0, 0,823067, 3,I, 	(16-MAY-2025 10:57:01)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:01)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:01)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:01)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:01)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:01)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:01)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:01)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:01)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:01)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:01)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:01)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:01)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:01)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:01)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823049, 4,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823049, 4,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:01)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:01)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:01)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:01)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823048, 4,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823048, 4,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823048, 4,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823048, 4,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:01)
2,43, 0, 0,823067, 3,I, 	(16-MAY-2025 10:57:01)
2,43, 0, 0,823067, 3,I, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823014, 2,I, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823014, 2,I, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823048, 4,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823048, 4,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:01)
2,43, 0, 0,823068, 1,I, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823015, 1,I, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823049, 4,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823015, 1,I, 	(16-MAY-2025 10:57:01)
2,43, 0, 0,823068, 1,I, 	(16-MAY-2025 10:57:01)
2,20, 0, 0,823076, 1,T, 	(16-MAY-2025 10:57:01)
2,20, 0, 0,823076, 1,T, 	(16-MAY-2025 10:57:01)
2,20, 0, 0,823076, 1,T, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823049, 4,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823015, 1,I, 	(16-MAY-2025 10:57:01)
2,61, 0, 0,823093, 0,I, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823053, 4,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823053, 4,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823053, 4,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823053, 4,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823053, 4,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823049, 4,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823053, 4,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823053, 4,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823053, 4,D, 	(16-MAY-2025 10:57:01)
2,154, 0, 0,823090, 1,D, 	(16-MAY-2025 10:57:01)
2,61, 0, 0,823093, 0,I, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823049, 4,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823049, 4,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823049, 4,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823049, 4,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823049, 4,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824007, 13,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,824005, 21,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823053, 4,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823053, 4,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823053, 4,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823053, 4,D, 	(16-MAY-2025 10:57:01)
2,1, 0, 0,823053, 4,D, 	(16-MAY-2025 10:57:01)
