

<<START>>,<<FMS_TRADER_CONT_BU>>,,,,,, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823030,1,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823031,1,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823032,1,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823033,1,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823034,1,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823035,1,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823036,1,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823037,1,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823038,1,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823039,1,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823040,1,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823041,1,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823042,1,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823043,1,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823044,1,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823045,1,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823046,1,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823047,1,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823048,1,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823049,1,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823050,1,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823051,1,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823052,1,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823016,0,2,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823017,0,2,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823018,0,2,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823019,0,2,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823020,0,2,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823021,0,2,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823022,0,2,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823023,0,2,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823024,0,2,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823025,0,2,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823026,0,2,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823027,0,2,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823028,0,2,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823029,0,2,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823030,0,2,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823031,0,2,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823032,0,2,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823033,0,2,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823034,0,2,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823035,0,2,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823036,0,2,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823037,0,2,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823038,0,2,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823039,0,2,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823040,0,2,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823041,0,2,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823042,0,2,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823043,0,2,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823044,0,2,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823045,0,2,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823046,0,2,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823047,0,2,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823048,0,2,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823049,0,2,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823050,0,2,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823051,0,2,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823052,0,2,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823016,0,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823017,0,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823018,0,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823019,0,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823020,0,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823021,0,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823022,0,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823023,0,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823024,0,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823025,0,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823026,0,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823027,0,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823028,0,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823029,0,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823030,0,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823031,0,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823032,0,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823033,0,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823034,0,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823035,0,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823036,0,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823037,0,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823038,0,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823039,0,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823040,0,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823041,0,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823042,0,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823043,0,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823044,0,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823045,0,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823046,0,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823047,0,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823048,0,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823049,0,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823050,0,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823051,0,1,D, 	(19-MAY-2025 11:59:45)
2,1, 0, 0,823052,0,1,D, 	(19-MAY-2025 11:59:45)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:45)	 (Not Inserted)
