

<<START>>,<<FMS_SUPPLY_CONT_TRANSPTR>>,,,,,,,, 	(01-MAY-2025 12:55:26)
2,2,0,0,125009,0,,4,7, 	(01-MAY-2025 12:55:26)
2,2,0,0,125009,0,,4,8, 	(01-MAY-2025 12:55:26)
2,2,0,0,125009,0,,4,9, 	(01-MAY-2025 12:55:26)
2,2,0,0,125008,0,,4,1, 	(01-MAY-2025 12:55:26)
2,2,0,0,125008,0,,4,1, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125008,0,,4,3, 	(01-MAY-2025 12:55:26)
2,2,0,0,125008,0,,4,4, 	(01-MAY-2025 12:55:26)
2,2,0,0,125008,0,,4,5, 	(01-MAY-2025 12:55:26)
2,2,0,0,125008,0,,4,6, 	(01-MAY-2025 12:55:26)
2,2,0,0,125008,0,,4,7, 	(01-MAY-2025 12:55:26)
2,2,0,0,125008,0,,4,8, 	(01-MAY-2025 12:55:26)
2,2,0,0,125008,0,,4,9, 	(01-MAY-2025 12:55:26)
2,2,0,0,125005,0,,4,1, 	(01-MAY-2025 12:55:26)
2,2,0,0,125005,0,,4,1, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125005,0,,4,3, 	(01-MAY-2025 12:55:26)
2,2,0,0,125005,0,,4,4, 	(01-MAY-2025 12:55:26)
2,2,0,0,125005,0,,4,5, 	(01-MAY-2025 12:55:26)
2,2,0,0,125005,0,,4,6, 	(01-MAY-2025 12:55:26)
2,2,0,0,125005,0,,4,7, 	(01-MAY-2025 12:55:26)
2,2,0,0,125005,0,,4,8, 	(01-MAY-2025 12:55:26)
2,2,0,0,125005,0,,4,9, 	(01-MAY-2025 12:55:26)
2,2,0,0,125008,0,,4,1, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125008,0,,4,1, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125008,0,,4,3, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125008,0,,4,4, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125008,0,,4,5, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125008,0,,4,6, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125008,0,,4,7, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125008,0,,4,8, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125008,0,,4,9, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125005,0,,4,1, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125005,0,,4,1, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125005,0,,4,3, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125005,0,,4,4, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125005,0,,4,5, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125005,0,,4,6, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125005,0,,4,7, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125005,0,,4,8, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125005,0,,4,9, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125006,0,,4,1, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125006,0,,4,1, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125006,0,,4,3, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125006,0,,4,4, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125006,0,,4,5, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125006,0,,4,6, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125006,0,,4,7, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125006,0,,4,8, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125006,0,,4,9, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125009,0,,4,1, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125009,0,,4,1, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125009,0,,4,3, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125009,0,,4,4, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125009,0,,4,5, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125009,0,,4,6, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125009,0,,4,7, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125009,0,,4,8, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125009,0,,4,9, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125011,1,,4,1, 	(01-MAY-2025 12:55:26)
2,2,0,0,125011,1,,4,1, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125011,1,,4,3, 	(01-MAY-2025 12:55:26)
2,2,0,0,125011,1,,4,4, 	(01-MAY-2025 12:55:26)
2,2,0,0,125011,1,,4,5, 	(01-MAY-2025 12:55:26)
2,2,0,0,125011,1,,4,6, 	(01-MAY-2025 12:55:26)
2,2,0,0,125011,1,,4,7, 	(01-MAY-2025 12:55:26)
2,2,0,0,125011,1,,4,8, 	(01-MAY-2025 12:55:26)
2,2,0,0,125011,1,,4,9, 	(01-MAY-2025 12:55:26)
2,2,0,0,125011,1,,4,1, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125011,1,,4,1, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125011,1,,4,3, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125011,1,,4,4, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125011,1,,4,5, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125011,1,,4,6, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125011,1,,4,7, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125011,1,,4,8, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,2,0,0,125011,1,,4,9, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,3,1,3,75,3,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,77,1,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,71,1,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,89,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,91,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,94,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,96,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,101,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,102,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,111,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,119,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,76,2,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,67,2,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,85,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,67,1,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,75,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,43,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,42,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,61,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,24,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,49,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,57,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,67,4,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,82,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,102,3,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,104,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,109,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,87,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,73,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,21,1,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,29,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,59,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,62,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,17,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,21,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,115,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,123,1,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,54,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,55,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,101,1,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,102,1,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,91,1,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,83,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,67,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,7,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,12,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,32,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,38,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,40,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,75,2,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,63,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,112,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,123,0,,45,1, 	(01-MAY-2025 12:55:26)
2,3,1,4,125,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,52,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,53,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,11,1,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,11,2,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,68,1,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,78,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,80,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,95,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,100,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,100,2,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,82,1,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,70,1,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,81,1,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,18,2,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,3,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,4,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,6,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,8,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,10,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,11,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,35,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,13,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,60,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,64,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,14,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,16,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,22,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,120,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,118,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,4,124,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,67,3,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,78,1,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,89,1,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,97,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,92,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,102,2,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,106,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,110,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,84,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,86,1,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,76,1,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,18,1,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,30,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,33,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,41,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,19,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,114,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,116,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,4,124,0,,45,1, 	(01-MAY-2025 12:55:26)
2,3,1,3,123,1,,45,1, 	(01-MAY-2025 12:55:26)
2,3,1,3,93,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,103,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,69,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,84,1,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,77,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,88,1,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,37,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,36,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,66,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,18,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,113,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,114,1,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,50,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,68,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,81,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,99,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,90,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,98,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,100,1,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,108,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,79,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,88,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,74,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,2,0,1,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,1,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,2,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,9,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,28,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,31,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,58,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,65,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,15,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,20,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,25,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,121,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,117,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,123,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,4,125,0,,45,2, 	(01-MAY-2025 12:55:26)	 (Not Inserted)
2,3,1,3,26,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,27,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,51,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,56,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,11,3,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,75,1,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,69,1,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,81,2,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,105,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,107,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,86,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,71,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,76,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,2,0,2,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,5,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,34,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,39,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,23,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,1,3,114,2,,45,2, 	(01-MAY-2025 12:55:26)
2,3,0,0,125015,0,,45,1, 	(01-MAY-2025 12:55:26)
2,3,0,0,125015,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,0,0,125015,0,,45,3, 	(01-MAY-2025 12:55:26)
2,3,0,0,125015,0,,45,4, 	(01-MAY-2025 12:55:26)
2,3,0,0,125012,0,,45,1, 	(01-MAY-2025 12:55:26)
2,3,0,0,125012,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,0,0,125012,0,,45,3, 	(01-MAY-2025 12:55:26)
2,3,0,0,125012,0,,45,4, 	(01-MAY-2025 12:55:26)
2,3,0,0,125018,0,,45,1, 	(01-MAY-2025 12:55:26)
2,3,0,0,125018,0,,45,2, 	(01-MAY-2025 12:55:26)
2,3,0,0,125018,0,,45,3, 	(01-MAY-2025 12:55:26)
2,3,0,0,125018,0,,45,4, 	(01-MAY-2025 12:55:26)
2,3,0,0,125024,0,,4,1, 	(01-MAY-2025 12:55:26)
2,3,0,0,125024,0,,4,2, 	(01-MAY-2025 12:55:26)
2,3,0,0,125024,0,,4,3, 	(01-MAY-2025 12:55:26)
2,3,0,0,125024,0,,4,4, 	(01-MAY-2025 12:55:26)
2,3,0,0,125024,0,,4,5, 	(01-MAY-2025 12:55:26)
2,3,0,0,125024,0,,4,6, 	(01-MAY-2025 12:55:26)
2,3,0,0,125024,0,,4,7, 	(01-MAY-2025 12:55:26)
2,3,0,0,125024,0,,4,8, 	(01-MAY-2025 12:55:26)
2,3,0,0,125024,0,,4,9, 	(01-MAY-2025 12:55:26)
2,3,0,0,125017,0,,45,1, 	(01-MAY-2025 12:55:26)
