

<<START>>,<<FMS_TRADER_CONT_BU>>,,,,,, 	(15-JUL-2025 12:52:05)
 
COMNPANY_CD,CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP
2,1, 0, 0,824005, 9,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824004, 8,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824005, 8,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824004, 8,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824005, 8,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824004, 7,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824005, 7,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824004, 7,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824005, 7,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824004, 6,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824005, 6,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824004, 6,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824005, 6,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824004, 5,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824005, 5,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824004, 5,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824005, 5,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824004, 4,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824005, 4,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824004, 4,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824005, 4,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824004, 3,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824005, 3,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824004, 3,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824005, 3,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824004, 2,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824005, 2,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824004, 2,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824005, 2,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824004, 1,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824005, 1,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,823002, 1,I, 	(15-JUL-2025 12:52:05)	 (Not Inserted)
2,1, 0, 0,823002, 1,I, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,823002, 1,I, 	(15-JUL-2025 12:52:05)	 (Not Inserted)
2,1, 0, 0,823002, 0,I, 	(15-JUL-2025 12:52:05)	 (Not Inserted)
2,1, 0, 0,823002, 0,I, 	(15-JUL-2025 12:52:05)	 (Not Inserted)
2,1, 0, 0,823002, 0,I, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,823002, 0,I, 	(15-JUL-2025 12:52:05)	 (Not Inserted)
2,1, 0, 0,824006, 13,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824007, 13,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824006, 13,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824007, 13,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824006, 13,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824007, 13,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824006, 12,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824007, 12,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824006, 12,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824007, 12,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824006, 12,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824007, 12,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824006, 11,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824007, 11,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824006, 11,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824007, 11,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824006, 11,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824007, 11,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824006, 10,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824007, 10,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824006, 10,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824007, 10,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824006, 10,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824007, 10,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824006, 9,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824007, 9,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824006, 9,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824007, 9,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824006, 9,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824007, 9,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824006, 8,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824007, 8,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824006, 8,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824007, 8,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824006, 8,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824007, 8,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824006, 7,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824007, 7,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824006, 7,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824007, 7,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824006, 7,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824007, 7,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824006, 6,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824007, 6,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824006, 6,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824007, 6,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824006, 5,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824007, 5,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824006, 5,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824007, 5,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824006, 4,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824007, 4,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824006, 4,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824007, 4,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824006, 3,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824007, 3,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824006, 3,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824007, 3,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824006, 2,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824007, 2,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824006, 2,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,824007, 2,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,823003, 1,I, 	(15-JUL-2025 12:52:05)	 (Not Inserted)
2,1, 0, 0,823003, 1,I, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,823003, 1,I, 	(15-JUL-2025 12:52:05)	 (Not Inserted)
2,1, 0, 0,823003, 1,I, 	(15-JUL-2025 12:52:05)	 (Not Inserted)
2,1, 0, 0,823003, 0,I, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,823003, 0,I, 	(15-JUL-2025 12:52:05)	 (Not Inserted)
2,1, 0, 0,823003, 0,I, 	(15-JUL-2025 12:52:05)	 (Not Inserted)
2,1, 0, 0,823003, 0,I, 	(15-JUL-2025 12:52:05)	 (Not Inserted)
2,1, 0, 0,823053, 4,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,823053, 4,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,823053, 3,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,823053, 3,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,823053, 2,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,823053, 2,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,823004, 1,I, 	(15-JUL-2025 12:52:05)	 (Not Inserted)
2,1, 0, 0,823004, 1,I, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,823004, 1,I, 	(15-JUL-2025 12:52:05)	 (Not Inserted)
2,1, 0, 0,823004, 1,I, 	(15-JUL-2025 12:52:05)	 (Not Inserted)
2,1, 0, 0,823004, 0,I, 	(15-JUL-2025 12:52:05)	 (Not Inserted)
2,1, 0, 0,823004, 0,I, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,823004, 0,I, 	(15-JUL-2025 12:52:05)	 (Not Inserted)
2,1, 0, 0,823004, 0,I, 	(15-JUL-2025 12:52:05)	 (Not Inserted)
2,1, 0, 0,824008, 1,D, 	(15-JUL-2025 12:52:05)	 (Not Inserted)
2,1, 0, 0,823005, 1,I, 	(15-JUL-2025 12:52:05)	 (Not Inserted)
2,1, 0, 0,823005, 0,I, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,823005, 0,I, 	(15-JUL-2025 12:52:05)	 (Not Inserted)
2,43, 0, 0,822001, 3,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,822001, 2,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,822001, 1,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,822001, 0,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,822002, 4,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,822002, 3,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,822002, 2,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,822002, 1,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,822002, 0,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,822003, 1,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,822003, 0,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,822004, 1,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,822004, 0,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,823054, 1,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,823054, 0,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,823055, 1,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,823055, 0,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,823056, 1,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,823056, 0,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,823057, 1,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,823057, 0,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,823058, 1,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,823058, 0,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,823059, 1,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,823059, 0,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,823060, 1,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,823060, 0,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,823061, 1,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,823061, 0,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,823062, 1,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,823062, 0,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,823063, 1,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,823063, 0,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,823064, 1,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,823064, 0,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,823065, 0,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,823066, 2,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,823066, 2,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,823066, 1,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,823066, 0,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,823067, 3,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,823067, 3,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,823067, 2,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,823067, 1,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,823068, 1,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,823068, 0,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,824009, 1,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,824009, 0,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,824010, 1,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,824010, 0,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,824011, 1,I, 	(15-JUL-2025 12:52:05)
2,43, 0, 0,824011, 0,I, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,822005, 0,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,822006, 0,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,822007, 0,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,822008, 0,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,822009, 0,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,822005, 0,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,822006, 0,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,822007, 0,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,822008, 0,D, 	(15-JUL-2025 12:52:05)
2,1, 0, 0,822009, 0,D, 	(15-JUL-2025 12:52:05)
2,15, 0, 0,822010, 0,D, 	(15-JUL-2025 12:52:05)
2,51, 0, 0,822011, 1,I, 	(15-JUL-2025 12:52:05)
2,51, 0, 0,822012, 0,I, 	(15-JUL-2025 12:52:05)
2,51, 0, 0,822013, 1,I, 	(15-JUL-2025 12:52:05)
2,51, 0, 0,822013, 0,I, 	(15-JUL-2025 12:52:05)
2,51, 0, 0,822014, 1,I, 	(15-JUL-2025 12:52:05)
2,51, 0, 0,822014, 0,I, 	(15-JUL-2025 12:52:05)
2,51, 0, 0,822015, 1,I, 	(15-JUL-2025 12:52:05)
2,51, 0, 0,822015, 0,I, 	(15-JUL-2025 12:52:05)
2,51, 0, 0,822016, 2,I, 	(15-JUL-2025 12:52:05)
2,51, 0, 0,822016, 1,I, 	(15-JUL-2025 12:52:05)
2,51, 0, 0,822016, 0,I, 	(15-JUL-2025 12:52:05)
2,51, 0, 0,823069, 1,I, 	(15-JUL-2025 12:52:05)
2,51, 0, 0,823069, 0,I, 	(15-JUL-2025 12:52:05)
2,51, 0, 0,823070, 1,I, 	(15-JUL-2025 12:52:05)
2,51, 0, 0,823070, 0,I, 	(15-JUL-2025 12:52:05)
2,51, 0, 0,824012, 1,I, 	(15-JUL-2025 12:52:05)
2,51, 0, 0,824012, 0,I, 	(15-JUL-2025 12:52:05)
2,51, 0, 0,823071, 0,D, 	(15-JUL-2025 12:52:05)
2,51, 0, 0,823071, 0,D, 	(15-JUL-2025 12:52:05)
2,51, 0, 0,823071, 0,D, 	(15-JUL-2025 12:52:05)	 (Not Inserted)
2,51, 0, 0,823071, 0,D, 	(15-JUL-2025 12:52:05)	 (Not Inserted)
2,20, 0, 0,822017, 0,T, 	(15-JUL-2025 12:52:05)
2,20, 0, 0,822018, 2,D, 	(15-JUL-2025 12:52:05)
2,20, 0, 0,822018, 2,D, 	(15-JUL-2025 12:52:05)
2,20, 0, 0,822018, 1,D, 	(15-JUL-2025 12:52:05)
2,20, 0, 0,822018, 1,D, 	(15-JUL-2025 12:52:05)
2,20, 0, 0,822018, 0,D, 	(15-JUL-2025 12:52:05)
2,20, 0, 0,822018, 0,D, 	(15-JUL-2025 12:52:05)
2,20, 0, 0,823072, 1,T, 	(15-JUL-2025 12:52:05)
2,20, 0, 0,823072, 0,T, 	(15-JUL-2025 12:52:05)
2,20, 0, 0,823073, 1,T, 	(15-JUL-2025 12:52:05)
2,20, 0, 0,823073, 1,T, 	(15-JUL-2025 12:52:05)
2,20, 0, 0,823073, 0,T, 	(15-JUL-2025 12:52:05)
2,20, 0, 0,823073, 0,T, 	(15-JUL-2025 12:52:05)
2,20, 0, 0,823074, 0,T, 	(15-JUL-2025 12:52:05)
2,20, 0, 0,823075, 0,T, 	(15-JUL-2025 12:52:05)
2,20, 0, 0,823076, 1,T, 	(15-JUL-2025 12:52:05)
2,20, 0, 0,823076, 0,T, 	(15-JUL-2025 12:52:05)
2,20, 0, 0,824013, 1,T, 	(15-JUL-2025 12:52:05)
2,20, 0, 0,824013, 0,T, 	(15-JUL-2025 12:52:05)
2,20, 0, 0,825001, 0,T, 	(15-JUL-2025 12:52:05)
2,20, 0, 0,825001, 0,T, 	(15-JUL-2025 12:52:05)
2,14, 0, 0,822019, 0,I, 	(15-JUL-2025 12:52:05)
2,14, 0, 0,822020, 0,I, 	(15-JUL-2025 12:52:05)
2,14, 0, 0,822021, 0,I, 	(15-JUL-2025 12:52:05)
2,14, 0, 0,822022, 1,I, 	(15-JUL-2025 12:52:05)
2,14, 0, 0,822022, 0,I, 	(15-JUL-2025 12:52:05)
2,14, 0, 0,822023, 0,I, 	(15-JUL-2025 12:52:05)
2,14, 0, 0,822024, 1,I, 	(15-JUL-2025 12:52:05)
2,14, 0, 0,822024, 0,I, 	(15-JUL-2025 12:52:05)
2,14, 0, 0,822025, 0,I, 	(15-JUL-2025 12:52:05)
2,14, 0, 0,822026, 0,I, 	(15-JUL-2025 12:52:05)
2,14, 0, 0,822027, 1,I, 	(15-JUL-2025 12:52:05)
2,14, 0, 0,822027, 0,I, 	(15-JUL-2025 12:52:05)
2,14, 0, 0,823077, 1,I, 	(15-JUL-2025 12:52:05)
2,14, 0, 0,823077, 0,I, 	(15-JUL-2025 12:52:05)
2,157, 0, 0,822028, 1,I, 	(15-JUL-2025 12:52:05)
2,157, 0, 0,822028, 0,I, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,822029, 0,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823078, 5,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823079, 5,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823080, 5,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823081, 5,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823082, 5,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823078, 4,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823079, 4,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823080, 4,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823081, 4,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823082, 4,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823078, 3,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823079, 3,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823080, 3,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823081, 3,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823082, 3,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823078, 2,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823079, 2,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823080, 2,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823081, 2,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823082, 2,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823078, 1,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823079, 1,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823080, 1,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823081, 1,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823082, 1,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823078, 0,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823079, 0,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823080, 0,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823081, 0,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823082, 0,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823083, 0,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823084, 0,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823085, 0,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823086, 0,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823087, 0,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823088, 3,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823088, 2,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823088, 1,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823088, 0,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823089, 0,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823090, 1,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823090, 1,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823090, 0,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823090, 0,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823091, 0,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,823092, 0,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,824014, 0,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,824015, 2,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,824016, 2,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,824015, 1,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,824016, 1,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,824015, 0,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,824016, 0,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,824017, 0,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,824018, 0,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,824019, 0,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,824020, 1,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,824020, 0,D, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,825002, 2,T, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,825002, 2,T, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,825002, 1,T, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,825002, 0,T, 	(15-JUL-2025 12:52:05)
2,154, 0, 0,825003, 0,D, 	(15-JUL-2025 12:52:05)
2,124, 0, 0,822030, 2,I, 	(15-JUL-2025 12:52:05)
2,124, 0, 0,822030, 1,I, 	(15-JUL-2025 12:52:05)
2,124, 0, 0,822030, 0,I, 	(15-JUL-2025 12:52:05)
2,124, 0, 0,824021, 2,I, 	(15-JUL-2025 12:52:05)
2,124, 0, 0,824021, 1,I, 	(15-JUL-2025 12:52:05)
2,124, 0, 0,824021, 0,I, 	(15-JUL-2025 12:52:05)
2,61, 0, 0,822031, 1,I, 	(15-JUL-2025 12:52:05)
2,61, 0, 0,822031, 0,I, 	(15-JUL-2025 12:52:05)
2,61, 0, 0,823093, 0,I, 	(15-JUL-2025 12:52:05)
2,61, 0, 0,824022, 2,I, 	(15-JUL-2025 12:52:05)
2,61, 0, 0,824022, 1,I, 	(15-JUL-2025 12:52:05)
2,61, 0, 0,824022, 0,I, 	(15-JUL-2025 12:52:05)
2,61, 0, 0,824023, 2,I, 	(15-JUL-2025 12:52:05)
2,61, 0, 0,824023, 1,I, 	(15-JUL-2025 12:52:05)
2,61, 0, 0,824023, 0,I, 	(15-JUL-2025 12:52:05)
2,211, 0, 0,823094, 1,I, 	(15-JUL-2025 12:52:05)
2,211, 0, 0,823094, 0,I, 	(15-JUL-2025 12:52:05)
2,159, 0, 0,823095, 1,D, 	(15-JUL-2025 12:52:05)
2,159, 0, 0,823095, 1,D, 	(15-JUL-2025 12:52:05)
2,159, 0, 0,823095, 0,D, 	(15-JUL-2025 12:52:05)
2,159, 0, 0,823095, 0,D, 	(15-JUL-2025 12:52:05)
2,186, 0, 0,823096, 1,D, 	(15-JUL-2025 12:52:05)
2,186, 0, 0,823096, 1,D, 	(15-JUL-2025 12:52:05)
2,186, 0, 0,823096, 0,D, 	(15-JUL-2025 12:52:05)
2,186, 0, 0,823096, 0,D, 	(15-JUL-2025 12:52:05)
2,166, 0, 0,823097, 5,T, 	(15-JUL-2025 12:52:05)
2,166, 0, 0,823098, 5,T, 	(15-JUL-2025 12:52:05)
2,166, 0, 0,823097, 4,T, 	(15-JUL-2025 12:52:05)
2,166, 0, 0,823098, 4,T, 	(15-JUL-2025 12:52:05)
2,166, 0, 0,823097, 3,T, 	(15-JUL-2025 12:52:05)
2,166, 0, 0,823098, 3,T, 	(15-JUL-2025 12:52:05)
2,166, 0, 0,823097, 2,T, 	(15-JUL-2025 12:52:05)
2,166, 0, 0,823098, 2,T, 	(15-JUL-2025 12:52:05)
2,166, 0, 0,823097, 1,T, 	(15-JUL-2025 12:52:05)
2,166, 0, 0,823098, 1,T, 	(15-JUL-2025 12:52:05)
2,166, 0, 0,823097, 0,T, 	(15-JUL-2025 12:52:05)
2,166, 0, 0,823098, 0,T, 	(15-JUL-2025 12:52:05)
2,166, 0, 0,824024, 1,T, 	(15-JUL-2025 12:52:05)
2,166, 0, 0,824024, 0,T, 	(15-JUL-2025 12:52:05)
2,64, 0, 0,823099, 2,D, 	(15-JUL-2025 12:52:05)
2,64, 0, 0,823099, 2,D, 	(15-JUL-2025 12:52:05)
2,64, 0, 0,823099, 1,D, 	(15-JUL-2025 12:52:05)
2,64, 0, 0,823099, 1,D, 	(15-JUL-2025 12:52:05)
2,64, 0, 0,823099, 0,D, 	(15-JUL-2025 12:52:05)
2,81, 0, 0,824025, 0,I, 	(15-JUL-2025 12:52:05)
2,181, 0, 0,824026, 1,I, 	(15-JUL-2025 12:52:05)
2,181, 0, 0,824026, 0,I, 	(15-JUL-2025 12:52:05)
2,268, 0, 0,821001, D,03/06/2021 00:00:00,18,Cargo without contract in FMS , 	(15-JUL-2025 12:52:05)
2,1, 0, 0,822032, D,28/03/2022 00:00:00,110,Cargo without contract in FMS , 	(15-JUL-2025 12:52:05)
2,1, 0, 0,822033, D,28/03/2022 00:00:00,110,Cargo without contract in FMS , 	(15-JUL-2025 12:52:05)
2,1, 0, 0,822034, D,28/03/2022 00:00:00,110,Cargo without contract in FMS , 	(15-JUL-2025 12:52:05)
2,1, 0, 0,822035, D,28/03/2022 00:00:00,110,Cargo without contract in FMS , 	(15-JUL-2025 12:52:05)
2,1, 0, 0,822036, D,28/03/2022 00:00:00,110,Cargo without contract in FMS , 	(15-JUL-2025 12:52:05)
