

<<START>>,<<FMS_ENTITY_CONTACT_MST>>,,,,,, 	(18-MAR-2025 14:33:31)
2,32 , KFL , C , 6 , 29/12/2020 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,32 , KFL , C , 7 , 23/07/2020 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,32 , KFL , C , 8 , 23/07/2020 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,32 , KFL , C , 8 , 23/07/2020 00:00:00 , B, 	(18-MAR-2025 14:33:35)	 (Not Inserted)
2,32 , KFL , C , 1 , 23/07/2020 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,32 , KFL , C , 2 , 23/07/2020 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,32 , KFL , C , 3 , 29/12/2020 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,32 , KFL , C , 4 , 29/12/2020 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,32 , KFL , C , 5 , 29/12/2020 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,32 , KFL , C , 6 , 29/12/2020 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,32 , KFL , C , 7 , 23/07/2020 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,32 , KFL , C , 8 , 23/07/2020 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,32 , KFL , C , 8 , 23/07/2020 00:00:00 , B, 	(18-MAR-2025 14:33:35)	 (Not Inserted)
2,197 , BIL , C , 1 , 25/06/2020 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,197 , BIL , C , 2 , 25/06/2020 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,197 , BIL , C , 3 , 13/01/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,197 , BIL , C , 4 , 01/01/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,197 , BIL , C , 5 , 25/06/2020 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,197 , BIL , C , 6 , 25/06/2020 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,197 , BIL , C , 1 , 25/06/2020 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,197 , BIL , C , 2 , 25/06/2020 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,197 , BIL , C , 3 , 13/01/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,197 , BIL , C , 4 , 01/01/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,197 , BIL , C , 5 , 25/06/2020 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,197 , BIL , C , 6 , 25/06/2020 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,254 , RIPL , C , 1 , 19/11/2020 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,254 , RIPL , C , 1 , 19/11/2020 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,207 , CP , C , 1 , 15/10/2020 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,207 , CP , C , 2 , 15/10/2020 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,207 , CP , C , 3 , 15/10/2020 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,207 , CP , C , 1 , 15/10/2020 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,207 , CP , C , 2 , 15/10/2020 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,207 , CP , C , 3 , 15/10/2020 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,150 , HALHFGL , C , 1 , 01/01/2021 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,150 , HALHFGL , C , 2 , 12/07/2021 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,150 , HALHFGL , C , 3 , 01/01/2021 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,150 , HALHFGL , C , 4 , 01/01/2021 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,150 , HALHFGL , C , 5 , 01/01/2021 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,150 , HALHFGL , C , 6 , 01/01/2021 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,150 , HALHFGL , C , 7 , 24/09/2023 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,150 , HALHFGL , C , 8 , 24/09/2023 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,150 , HALHFGL , C , 9 , 24/09/2023 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,150 , HALHFGL , C , 1 , 01/01/2021 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,150 , HALHFGL , C , 2 , 12/07/2021 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,150 , HALHFGL , C , 3 , 01/01/2021 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,150 , HALHFGL , C , 4 , 01/01/2021 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,150 , HALHFGL , C , 5 , 01/01/2021 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,150 , HALHFGL , C , 6 , 01/01/2021 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,150 , HALHFGL , C , 7 , 24/09/2023 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,150 , HALHFGL , C , 8 , 24/09/2023 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,150 , HALHFGL , C , 9 , 24/09/2023 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,187 , VIDUWIL , C , 1 , 01/01/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,187 , VIDUWIL , C , 2 , 01/01/2021 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,187 , VIDUWIL , C , 3 , 01/01/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,187 , VIDUWIL , C , 1 , 01/01/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,187 , VIDUWIL , C , 2 , 01/01/2021 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,187 , VIDUWIL , C , 3 , 01/01/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,33 , AGP CGD , C , 1 , 01/02/2023 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,33 , AGP CGD , C , 1 , 01/02/2023 00:00:00 , P2, 	(18-MAR-2025 14:33:35)
2,33 , AGP CGD , C , 2 , 25/01/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,33 , AGP CGD , C , 3 , 01/04/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,33 , AGP CGD , C , 4 , 01/02/2023 00:00:00 , P2, 	(18-MAR-2025 14:33:35)
2,33 , AGP CGD , C , 4 , 01/02/2023 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,33 , AGP CGD , C , 5 , 01/04/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,33 , AGP CGD , C , 6 , 25/01/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,33 , AGP CGD , C , 7 , 27/03/2023 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,33 , AGP CGD , C , 7 , 27/03/2023 00:00:00 , P2, 	(18-MAR-2025 14:33:35)
2,33 , AGP CGD , C , 8 , 01/04/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,33 , AGP CGD , C , 9 , 01/04/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,33 , AGP CGD , C , 10 , 01/04/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,33 , AGP CGD , C , 11 , 01/02/2023 00:00:00 , P2, 	(18-MAR-2025 14:33:35)
2,33 , AGP CGD , C , 11 , 01/02/2023 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,33 , AGP CGD , C , 1 , 01/02/2023 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,33 , AGP CGD , C , 1 , 01/02/2023 00:00:00 , P2, 	(18-MAR-2025 14:33:35)
2,33 , AGP CGD , C , 2 , 25/01/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,33 , AGP CGD , C , 3 , 01/04/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,33 , AGP CGD , C , 4 , 01/02/2023 00:00:00 , P2, 	(18-MAR-2025 14:33:35)
2,33 , AGP CGD , C , 4 , 01/02/2023 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,33 , AGP CGD , C , 5 , 01/04/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,33 , AGP CGD , C , 6 , 25/01/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,33 , AGP CGD , C , 7 , 27/03/2023 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,33 , AGP CGD , C , 7 , 27/03/2023 00:00:00 , P2, 	(18-MAR-2025 14:33:35)
2,33 , AGP CGD , C , 8 , 01/04/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,33 , AGP CGD , C , 9 , 01/04/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,33 , AGP CGD , C , 10 , 01/04/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,33 , AGP CGD , C , 11 , 01/02/2023 00:00:00 , P2, 	(18-MAR-2025 14:33:35)
2,33 , AGP CGD , C , 11 , 01/02/2023 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,34 , MINDA , C , 1 , 29/07/2022 00:00:00 , P2, 	(18-MAR-2025 14:33:35)
2,34 , MINDA , C , 2 , 29/07/2022 00:00:00 , P2, 	(18-MAR-2025 14:33:35)
2,34 , MINDA , C , 3 , 29/07/2022 00:00:00 , P2, 	(18-MAR-2025 14:33:35)
2,34 , MINDA , C , 4 , 01/02/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,34 , MINDA , C , 5 , 21/02/2022 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,34 , MINDA , C , 6 , 01/02/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,34 , MINDA , C , 7 , 03/03/2023 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,34 , MINDA , C , 8 , 05/01/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,34 , MINDA , C , 9 , 19/07/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,34 , MINDA , C , 10 , 29/07/2022 00:00:00 , P2, 	(18-MAR-2025 14:33:35)
2,34 , MINDA , C , 11 , 16/08/2022 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,34 , MINDA , C , 12 , 16/08/2022 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,34 , MINDA , C , 13 , 19/07/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,34 , MINDA , C , 1 , 29/07/2022 00:00:00 , P2, 	(18-MAR-2025 14:33:35)
2,34 , MINDA , C , 2 , 29/07/2022 00:00:00 , P2, 	(18-MAR-2025 14:33:35)
2,34 , MINDA , C , 3 , 29/07/2022 00:00:00 , P2, 	(18-MAR-2025 14:33:35)
2,34 , MINDA , C , 4 , 01/02/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,34 , MINDA , C , 5 , 21/02/2022 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,34 , MINDA , C , 6 , 01/02/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,34 , MINDA , C , 7 , 03/03/2023 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,34 , MINDA , C , 8 , 05/01/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,34 , MINDA , C , 9 , 19/07/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,34 , MINDA , C , 10 , 29/07/2022 00:00:00 , P2, 	(18-MAR-2025 14:33:35)
2,34 , MINDA , C , 11 , 16/08/2022 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,34 , MINDA , C , 12 , 16/08/2022 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,34 , MINDA , C , 13 , 19/07/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,238 , LEIPL , C , 1 , 04/11/2020 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,238 , LEIPL , C , 2 , 03/04/2023 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,238 , LEIPL , C , 3 , 04/11/2020 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,238 , LEIPL , C , 1 , 04/11/2020 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,238 , LEIPL , C , 2 , 03/04/2023 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,238 , LEIPL , C , 3 , 04/11/2020 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,35 , SCHOTT , C , 1 , 01/01/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,35 , SCHOTT , C , 2 , 01/01/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,35 , SCHOTT , C , 3 , 01/01/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,35 , SCHOTT , C , 4 , 01/01/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,35 , SCHOTT , C , 5 , 01/01/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,35 , SCHOTT , C , 1 , 01/01/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,35 , SCHOTT , C , 2 , 01/01/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,35 , SCHOTT , C , 3 , 01/01/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,35 , SCHOTT , C , 4 , 01/01/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,35 , SCHOTT , C , 5 , 01/01/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,36 , HIL , C , 1 , 01/06/2023 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,36 , HIL , C , 2 , 01/01/2021 00:00:00 , P4, 	(18-MAR-2025 14:33:35)
2,36 , HIL , C , 3 , 01/01/2021 00:00:00 , P4, 	(18-MAR-2025 14:33:35)
2,36 , HIL , C , 4 , 01/06/2023 00:00:00 , P4, 	(18-MAR-2025 14:33:35)
2,36 , HIL , C , 5 , 01/06/2023 00:00:00 , P4, 	(18-MAR-2025 14:33:35)
2,36 , HIL , C , 6 , 15/01/2022 00:00:00 , P3, 	(18-MAR-2025 14:33:35)
2,36 , HIL , C , 7 , 23/01/2022 00:00:00 , P3, 	(18-MAR-2025 14:33:35)
2,36 , HIL , C , 1 , 01/06/2023 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,36 , HIL , C , 2 , 01/01/2021 00:00:00 , P4, 	(18-MAR-2025 14:33:35)
2,36 , HIL , C , 3 , 01/01/2021 00:00:00 , P4, 	(18-MAR-2025 14:33:35)
2,36 , HIL , C , 4 , 01/06/2023 00:00:00 , P4, 	(18-MAR-2025 14:33:35)
2,36 , HIL , C , 5 , 01/06/2023 00:00:00 , P4, 	(18-MAR-2025 14:33:35)
2,36 , HIL , C , 6 , 15/01/2022 00:00:00 , P3, 	(18-MAR-2025 14:33:35)
2,36 , HIL , C , 7 , 23/01/2022 00:00:00 , P3, 	(18-MAR-2025 14:33:35)
2,37 , HCGD-B , C , 1 , 01/04/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,37 , HCGD-B , C , 2 , 01/04/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,37 , HCGD-B , C , 3 , 01/04/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,37 , HCGD-B , C , 1 , 01/04/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,37 , HCGD-B , C , 2 , 01/04/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,37 , HCGD-B , C , 3 , 01/04/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,198 , BIPL , C , 1 , 01/06/2023 00:00:00 , R, 	(18-MAR-2025 14:33:35)
2,198 , BIPL , C , 2 , 24/09/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,198 , BIPL , C , 2 , 24/09/2024 00:00:00 , P2, 	(18-MAR-2025 14:33:35)
2,198 , BIPL , C , 3 , 25/04/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,198 , BIPL , C , 4 , 21/07/2020 00:00:00 , R, 	(18-MAR-2025 14:33:35)
2,198 , BIPL , C , 1 , 01/06/2023 00:00:00 , R, 	(18-MAR-2025 14:33:35)
2,198 , BIPL , C , 2 , 24/09/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,198 , BIPL , C , 2 , 24/09/2024 00:00:00 , P2, 	(18-MAR-2025 14:33:35)
2,198 , BIPL , C , 3 , 25/04/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,198 , BIPL , C , 4 , 21/07/2020 00:00:00 , R, 	(18-MAR-2025 14:33:35)
2,220 , EXXARO , C , 1 , 23/06/2021 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,220 , EXXARO , C , 1 , 23/06/2021 00:00:00 , B, 	(18-MAR-2025 14:33:35)	 (Not Inserted)
2,220 , EXXARO , C , 2 , 11/02/2022 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,220 , EXXARO , C , 2 , 11/02/2022 00:00:00 , B, 	(18-MAR-2025 14:33:35)	 (Not Inserted)
2,220 , EXXARO , C , 3 , 23/06/2021 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,220 , EXXARO , C , 3 , 23/06/2021 00:00:00 , B, 	(18-MAR-2025 14:33:35)	 (Not Inserted)
2,220 , EXXARO , C , 1 , 23/06/2021 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,220 , EXXARO , C , 1 , 23/06/2021 00:00:00 , B, 	(18-MAR-2025 14:33:35)	 (Not Inserted)
2,220 , EXXARO , C , 2 , 11/02/2022 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,220 , EXXARO , C , 2 , 11/02/2022 00:00:00 , B, 	(18-MAR-2025 14:33:35)	 (Not Inserted)
2,220 , EXXARO , C , 3 , 23/06/2021 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,220 , EXXARO , C , 3 , 23/06/2021 00:00:00 , B, 	(18-MAR-2025 14:33:35)	 (Not Inserted)
2,38 , KAJARIA , C , 1 , 01/03/2023 00:00:00 , P2, 	(18-MAR-2025 14:33:35)
2,38 , KAJARIA , C , 2 , 22/08/2021 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,38 , KAJARIA , C , 2 , 22/08/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,38 , KAJARIA , C , 3 , 08/09/2021 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,38 , KAJARIA , C , 4 , 04/08/2021 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,38 , KAJARIA , C , 5 , 01/01/2023 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,38 , KAJARIA , C , 1 , 01/03/2023 00:00:00 , P2, 	(18-MAR-2025 14:33:35)
2,38 , KAJARIA , C , 2 , 22/08/2021 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,38 , KAJARIA , C , 2 , 22/08/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,38 , KAJARIA , C , 3 , 08/09/2021 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,38 , KAJARIA , C , 4 , 04/08/2021 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,38 , KAJARIA , C , 5 , 01/01/2023 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,39 , SISECAM , C , 1 , 01/07/2022 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,39 , SISECAM , C , 2 , 09/06/2021 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,39 , SISECAM , C , 3 , 01/02/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,39 , SISECAM , C , 3 , 01/02/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:35)	 (Not Inserted)
2,39 , SISECAM , C , 4 , 09/06/2021 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,39 , SISECAM , C , 5 , 09/06/2021 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,39 , SISECAM , C , 1 , 01/07/2022 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,39 , SISECAM , C , 2 , 09/06/2021 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,39 , SISECAM , C , 3 , 01/02/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,39 , SISECAM , C , 3 , 01/02/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:35)	 (Not Inserted)
2,39 , SISECAM , C , 4 , 09/06/2021 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,39 , SISECAM , C , 5 , 09/06/2021 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,40 , ATPL , C , 1 , 05/04/2022 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,40 , ATPL , C , 2 , 05/04/2022 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,40 , ATPL , C , 3 , 05/04/2022 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,40 , ATPL , C , 3 , 05/04/2022 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,40 , ATPL , C , 4 , 05/04/2022 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,40 , ATPL , C , 1 , 05/04/2022 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,40 , ATPL , C , 2 , 05/04/2022 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,40 , ATPL , C , 3 , 05/04/2022 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,40 , ATPL , C , 3 , 05/04/2022 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,40 , ATPL , C , 4 , 05/04/2022 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,41 , OPAL , C , 1 , 28/07/2021 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,41 , OPAL , C , 2 , 01/01/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,41 , OPAL , C , 2 , 01/01/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:35)	 (Not Inserted)
2,41 , OPAL , C , 3 , 28/07/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:35)
2,41 , OPAL , C , 4 , 22/08/2024 00:00:00 , B, 	(18-MAR-2025 14:33:35)
2,41 , OPAL , C , 5 , 01/01/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:36)
2,41 , OPAL , C , 5 , 01/01/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:36)	 (Not Inserted)
2,41 , OPAL , C , 1 , 28/07/2021 00:00:00 , B, 	(18-MAR-2025 14:33:36)
2,41 , OPAL , C , 2 , 01/01/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:36)
2,41 , OPAL , C , 2 , 01/01/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:36)	 (Not Inserted)
2,41 , OPAL , C , 3 , 28/07/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:36)
2,41 , OPAL , C , 4 , 22/08/2024 00:00:00 , B, 	(18-MAR-2025 14:33:36)
2,41 , OPAL , C , 5 , 01/01/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:36)
2,41 , OPAL , C , 5 , 01/01/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:36)	 (Not Inserted)
2,234 , JKPAPER , C , 1 , 14/04/2023 00:00:00 , P1, 	(18-MAR-2025 14:33:36)
2,234 , JKPAPER , C , 2 , 04/08/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:36)
2,234 , JKPAPER , C , 3 , 02/05/2023 00:00:00 , P1, 	(18-MAR-2025 14:33:36)
2,234 , JKPAPER , C , 4 , 11/08/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:36)
2,234 , JKPAPER , C , 5 , 04/08/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:36)
2,234 , JKPAPER , C , 6 , 02/05/2023 00:00:00 , P1, 	(18-MAR-2025 14:33:36)
2,234 , JKPAPER , C , 1 , 14/04/2023 00:00:00 , P1, 	(18-MAR-2025 14:33:36)
2,234 , JKPAPER , C , 2 , 04/08/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:36)
2,234 , JKPAPER , C , 3 , 02/05/2023 00:00:00 , P1, 	(18-MAR-2025 14:33:36)
2,234 , JKPAPER , C , 4 , 11/08/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:36)
2,234 , JKPAPER , C , 5 , 04/08/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:36)
2,234 , JKPAPER , C , 6 , 02/05/2023 00:00:00 , P1, 	(18-MAR-2025 14:33:36)
2,263 , STL , C , 1 , 28/12/2021 00:00:00 , B, 	(18-MAR-2025 14:33:36)
2,263 , STL , C , 2 , 25/01/2022 00:00:00 , B, 	(18-MAR-2025 14:33:36)
2,263 , STL , C , 3 , 06/09/2021 00:00:00 , B, 	(18-MAR-2025 14:33:36)
2,263 , STL , C , 1 , 28/12/2021 00:00:00 , B, 	(18-MAR-2025 14:33:36)
2,263 , STL , C , 2 , 25/01/2022 00:00:00 , B, 	(18-MAR-2025 14:33:36)
2,263 , STL , C , 3 , 06/09/2021 00:00:00 , B, 	(18-MAR-2025 14:33:36)
2,206 , CELLO , C , 1 , 01/12/2021 00:00:00 , B, 	(18-MAR-2025 14:33:36)
2,206 , CELLO , C , 2 , 08/09/2022 00:00:00 , B, 	(18-MAR-2025 14:33:36)
2,206 , CELLO , C , 3 , 01/12/2021 00:00:00 , B, 	(18-MAR-2025 14:33:36)
2,206 , CELLO , C , 1 , 01/12/2021 00:00:00 , B, 	(18-MAR-2025 14:33:36)
2,206 , CELLO , C , 2 , 08/09/2022 00:00:00 , B, 	(18-MAR-2025 14:33:36)
2,206 , CELLO , C , 3 , 01/12/2021 00:00:00 , B, 	(18-MAR-2025 14:33:36)
2,42 , RCF , C , 1 , 01/09/2023 00:00:00 , P2, 	(18-MAR-2025 14:33:36)
2,42 , RCF , C , 1 , 01/09/2023 00:00:00 , P2, 	(18-MAR-2025 14:33:36)	 (Not Inserted)
2,42 , RCF , C , 2 , 30/12/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:36)
2,42 , RCF , C , 3 , 14/09/2022 00:00:00 , P1, 	(18-MAR-2025 14:33:36)
2,42 , RCF , C , 4 , 30/12/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:36)
2,42 , RCF , C , 5 , 01/09/2023 00:00:00 , P2, 	(18-MAR-2025 14:33:36)
2,42 , RCF , C , 5 , 01/09/2023 00:00:00 , P2, 	(18-MAR-2025 14:33:36)	 (Not Inserted)
2,42 , RCF , C , 6 , 30/12/2021 00:00:00 , B, 	(18-MAR-2025 14:33:36)
2,42 , RCF , C , 1 , 01/09/2023 00:00:00 , P2, 	(18-MAR-2025 14:33:36)
2,42 , RCF , C , 1 , 01/09/2023 00:00:00 , P2, 	(18-MAR-2025 14:33:36)	 (Not Inserted)
2,42 , RCF , C , 2 , 30/12/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:36)
2,42 , RCF , C , 3 , 14/09/2022 00:00:00 , P1, 	(18-MAR-2025 14:33:36)
2,42 , RCF , C , 4 , 30/12/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:36)
2,42 , RCF , C , 5 , 01/09/2023 00:00:00 , P2, 	(18-MAR-2025 14:33:36)
2,42 , RCF , C , 5 , 01/09/2023 00:00:00 , P2, 	(18-MAR-2025 14:33:36)	 (Not Inserted)
