

<<START>>,<<FMS_BUY_DAILY_BUYER_NOM>>,,,,,, 	(05-JUN-2025 15:13:09)
2,154, 0, 0,823084, 0,D, 	(05-JUN-2025 15:13:29)
2,1, 0, 0,823011, 0,I, 	(05-JUN-2025 15:13:29)
2,1, 0, 0,823011, 0,I, 	(05-JUN-2025 15:13:29)
2,43, 0, 0,823054, 1,I, 	(05-JUN-2025 15:13:29)
2,154, 0, 0,823083, 0,D, 	(05-JUN-2025 15:13:29)
2,1, 0, 0,822009, 0,D, 	(05-JUN-2025 15:13:29)
2,154, 0, 0,823087, 0,D, 	(05-JUN-2025 15:13:29)
2,43, 0, 0,823064, 1,I, 	(05-JUN-2025 15:13:29)
2,1, 0, 0,823010, 1,I, 	(05-JUN-2025 15:13:29)
2,1, 0, 0,822009, 0,D, 	(05-JUN-2025 15:13:29)
2,1, 0, 0,823040, 4,D, 	(05-JUN-2025 15:13:29)
2,1, 0, 0,822009, 0,D, 	(05-JUN-2025 15:13:29)
2,1, 0, 0,822009, 0,D, 	(05-JUN-2025 15:13:29)
2,1, 0, 0,822009, 0,D, 	(05-JUN-2025 15:13:29)
2,1, 0, 0,823040, 4,D, 	(05-JUN-2025 15:13:29)
2,1, 0, 0,823040, 4,D, 	(05-JUN-2025 15:13:29)
2,1, 0, 0,823040, 4,D, 	(05-JUN-2025 15:13:29)
2,1, 0, 0,822009, 0,D, 	(05-JUN-2025 15:13:29)
2,1, 0, 0,822009, 0,D, 	(05-JUN-2025 15:13:29)
2,154, 0, 0,823087, 0,D, 	(05-JUN-2025 15:13:29)
2,154, 0, 0,823087, 0,D, 	(05-JUN-2025 15:13:29)
2,154, 0, 0,823087, 0,D, 	(05-JUN-2025 15:13:29)
2,1, 0, 0,822009, 0,D, 	(05-JUN-2025 15:13:29)
2,154, 0, 0,823087, 0,D, 	(05-JUN-2025 15:13:29)
2,43, 0, 0,823064, 1,I, 	(05-JUN-2025 15:13:29)
2,1, 0, 0,823010, 1,I, 	(05-JUN-2025 15:13:29)
2,1, 0, 0,823001, 2,I, 	(05-JUN-2025 15:13:29)
2,154, 0, 0,823087, 0,D, 	(05-JUN-2025 15:13:29)
2,1, 0, 0,822009, 0,D, 	(05-JUN-2025 15:13:29)
2,1, 0, 0,823040, 4,D, 	(05-JUN-2025 15:13:29)
2,1, 0, 0,823010, 1,I, 	(05-JUN-2025 15:13:29)
2,43, 0, 0,823064, 1,I, 	(05-JUN-2025 15:13:29)
2,20, 0, 0,823073, 1,T, 	(05-JUN-2025 15:13:29)
2,1, 0, 0,823012, 0,I, 	(05-JUN-2025 15:13:29)
2,1, 0, 0,823041, 4,D, 	(05-JUN-2025 15:13:29)
2,43, 0, 0,823065, 0,I, 	(05-JUN-2025 15:13:29)
2,1, 0, 0,823012, 0,I, 	(05-JUN-2025 15:13:29)
2,1, 0, 0,823012, 0,I, 	(05-JUN-2025 15:13:29)
2,1, 0, 0,823039, 4,D, 	(05-JUN-2025 15:13:29)
2,1, 0, 0,822008, 0,D, 	(05-JUN-2025 15:13:29)
2,1, 0, 0,823011, 0,I, 	(05-JUN-2025 15:13:29)
2,43, 0, 0,823064, 1,I, 	(05-JUN-2025 15:13:29)
2,43, 0, 0,823054, 1,I, 	(05-JUN-2025 15:13:29)
2,20, 0, 0,823073, 1,T, 	(05-JUN-2025 15:13:29)
2,1, 0, 0,823011, 0,I, 	(05-JUN-2025 15:13:29)
2,1, 0, 0,823011, 0,I, 	(05-JUN-2025 15:13:29)
2,43, 0, 0,823064, 1,I, 	(05-JUN-2025 15:13:29)
2,20, 0, 0,823073, 1,T, 	(05-JUN-2025 15:13:29)
2,20, 0, 0,823073, 1,T, 	(05-JUN-2025 15:13:29)
2,43, 0, 0,823054, 1,I, 	(05-JUN-2025 15:13:29)
2,20, 0, 0,823073, 1,T, 	(05-JUN-2025 15:13:29)
2,20, 0, 0,823073, 1,T, 	(05-JUN-2025 15:13:29)
2,1, 0, 0,823039, 4,D, 	(05-JUN-2025 15:13:29)
2,1, 0, 0,822008, 0,D, 	(05-JUN-2025 15:13:29)
2,154, 0, 0,823084, 0,D, 	(05-JUN-2025 15:13:29)
2,154, 0, 0,823083, 0,D, 	(05-JUN-2025 15:13:29)
2,43, 0, 0,823054, 1,I, 	(05-JUN-2025 15:13:29)
2,43, 0, 0,823060, 1,I, 	(05-JUN-2025 15:13:29)
2,51, 0, 0,823069, 1,I, 	(05-JUN-2025 15:13:29)
2,20, 0, 0,823073, 1,T, 	(05-JUN-2025 15:13:29)
2,1, 0, 0,823039, 4,D, 	(05-JUN-2025 15:13:29)
2,1, 0, 0,822008, 0,D, 	(05-JUN-2025 15:13:29)
2,154, 0, 0,823084, 0,D, 	(05-JUN-2025 15:13:29)
2,154, 0, 0,823083, 0,D, 	(05-JUN-2025 15:13:29)
2,154, 0, 0,823086, 0,D, 	(05-JUN-2025 15:13:29)
2,43, 0, 0,823061, 1,I, 	(05-JUN-2025 15:13:29)
2,1, 0, 0,822008, 0,D, 	(05-JUN-2025 15:13:29)
2,1, 0, 0,822008, 0,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823084, 0,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823084, 0,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823086, 0,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823086, 0,D, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823062, 1,I, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823084, 0,D, 	(05-JUN-2025 15:13:30)
2,51, 0, 0,823069, 1,I, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823054, 1,I, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823063, 1,I, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823054, 1,I, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823054, 1,I, 	(05-JUN-2025 15:13:30)
2,51, 0, 0,823069, 1,I, 	(05-JUN-2025 15:13:30)
2,51, 0, 0,823069, 1,I, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823008, 1,I, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823039, 4,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823084, 0,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823083, 0,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823085, 0,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823085, 0,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823085, 0,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823085, 0,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823085, 0,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823085, 0,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823085, 0,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823085, 0,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823085, 0,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823085, 0,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823085, 0,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823086, 0,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,822008, 0,D, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823054, 1,I, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823056, 1,I, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823057, 1,I, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823058, 1,I, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823003, 1,I, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823004, 1,I, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823040, 4,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,822009, 0,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823087, 0,D, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823064, 1,I, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823010, 1,I, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823040, 4,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,822009, 0,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823087, 0,D, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823064, 1,I, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823010, 1,I, 	(05-JUN-2025 15:13:30)
2,20, 0, 0,823073, 1,T, 	(05-JUN-2025 15:13:30)
2,20, 0, 0,823073, 1,T, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,822008, 0,D, 	(05-JUN-2025 15:13:30)
2,20, 0, 0,823073, 1,T, 	(05-JUN-2025 15:13:30)
2,20, 0, 0,823073, 1,T, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823039, 4,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823039, 4,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823039, 4,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,822008, 0,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,822008, 0,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,822008, 0,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823084, 0,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823084, 0,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823083, 0,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823083, 0,D, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823054, 1,I, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823054, 1,I, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823040, 4,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823040, 4,D, 	(05-JUN-2025 15:13:30)
2,51, 0, 0,823069, 1,I, 	(05-JUN-2025 15:13:30)
2,51, 0, 0,823069, 1,I, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:30)
2,51, 0, 0,823070, 1,I, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823043, 4,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:30)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:30)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:30)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:30)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:30)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:30)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823043, 4,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823043, 4,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823043, 4,D, 	(05-JUN-2025 15:13:30)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:30)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:30)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:30)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:30)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823041, 4,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823088, 3,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823088, 3,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823088, 3,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823088, 3,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823088, 3,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823088, 3,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823088, 3,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823088, 3,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823088, 3,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823088, 3,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823088, 3,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823088, 3,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823088, 3,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823088, 3,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823041, 4,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823041, 4,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823041, 4,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823088, 3,D, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823065, 0,I, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823012, 0,I, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823041, 4,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823041, 4,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823041, 4,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823041, 4,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823088, 3,D, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823065, 0,I, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823012, 0,I, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823042, 4,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823042, 4,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823089, 0,D, 	(05-JUN-2025 15:13:30)
2,51, 0, 0,823070, 1,I, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823089, 0,D, 	(05-JUN-2025 15:13:30)
2,51, 0, 0,823070, 1,I, 	(05-JUN-2025 15:13:30)
2,51, 0, 0,823070, 1,I, 	(05-JUN-2025 15:13:30)
2,51, 0, 0,823070, 1,I, 	(05-JUN-2025 15:13:30)
2,51, 0, 0,823070, 1,I, 	(05-JUN-2025 15:13:30)
2,51, 0, 0,823070, 1,I, 	(05-JUN-2025 15:13:30)
2,51, 0, 0,823070, 1,I, 	(05-JUN-2025 15:13:30)
2,51, 0, 0,823070, 1,I, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823043, 4,D, 	(05-JUN-2025 15:13:30)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:30)
2,20, 0, 0,823073, 1,T, 	(05-JUN-2025 15:13:30)
2,20, 0, 0,823073, 1,T, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823041, 4,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823088, 3,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823012, 0,I, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823065, 0,I, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823042, 4,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823089, 0,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823042, 4,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823089, 0,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823042, 4,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823089, 0,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823042, 4,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823089, 0,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823042, 4,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823089, 0,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823042, 4,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823089, 0,D, 	(05-JUN-2025 15:13:30)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:30)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:30)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823043, 4,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:30)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:30)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:30)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:30)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:30)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:30)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823043, 4,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:30)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:30)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:30)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823041, 4,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823088, 3,D, 	(05-JUN-2025 15:13:30)
2,20, 0, 0,823073, 1,T, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823012, 0,I, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823065, 0,I, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823088, 3,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823088, 3,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823088, 3,D, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823065, 0,I, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823065, 0,I, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823065, 0,I, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823012, 0,I, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823012, 0,I, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823012, 0,I, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823042, 4,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823042, 4,D, 	(05-JUN-2025 15:13:30)
2,51, 0, 0,823070, 1,I, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823089, 0,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,822009, 0,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823087, 0,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,822009, 0,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823040, 4,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823087, 0,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,822009, 0,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823087, 0,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823087, 0,D, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823064, 1,I, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823010, 1,I, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823065, 0,I, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823065, 0,I, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823040, 4,D, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823065, 0,I, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823065, 0,I, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823065, 0,I, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823041, 4,D, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823065, 0,I, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823012, 0,I, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823041, 4,D, 	(05-JUN-2025 15:13:30)
2,20, 0, 0,823073, 1,T, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823041, 4,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823041, 4,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823088, 3,D, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823065, 0,I, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823012, 0,I, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823089, 0,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:30)
2,51, 0, 0,823070, 1,I, 	(05-JUN-2025 15:13:30)
2,51, 0, 0,823070, 1,I, 	(05-JUN-2025 15:13:30)
2,51, 0, 0,823070, 1,I, 	(05-JUN-2025 15:13:30)
2,51, 0, 0,823070, 1,I, 	(05-JUN-2025 15:13:30)
2,51, 0, 0,823070, 1,I, 	(05-JUN-2025 15:13:30)
2,51, 0, 0,823070, 1,I, 	(05-JUN-2025 15:13:30)
2,51, 0, 0,823070, 1,I, 	(05-JUN-2025 15:13:30)
2,51, 0, 0,823070, 1,I, 	(05-JUN-2025 15:13:30)
2,51, 0, 0,823070, 1,I, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823042, 4,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823089, 0,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823089, 0,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823089, 0,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823089, 0,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823040, 4,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823040, 4,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,822009, 0,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,822009, 0,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823087, 0,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823087, 0,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823087, 0,D, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823064, 1,I, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823064, 1,I, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823041, 4,D, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823064, 1,I, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823064, 1,I, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823064, 1,I, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823064, 1,I, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823064, 1,I, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823064, 1,I, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823064, 1,I, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823064, 1,I, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823064, 1,I, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823064, 1,I, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823064, 1,I, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823041, 4,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823041, 4,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823012, 0,I, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823012, 0,I, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823012, 0,I, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823012, 0,I, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823065, 0,I, 	(05-JUN-2025 15:13:30)
2,20, 0, 0,823073, 1,T, 	(05-JUN-2025 15:13:30)
2,20, 0, 0,823073, 1,T, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823039, 4,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,822008, 0,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823084, 0,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823083, 0,D, 	(05-JUN-2025 15:13:30)
2,51, 0, 0,823069, 1,I, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823054, 1,I, 	(05-JUN-2025 15:13:30)
2,20, 0, 0,823073, 1,T, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823084, 0,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823083, 0,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,822008, 0,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823039, 4,D, 	(05-JUN-2025 15:13:30)
2,51, 0, 0,823069, 1,I, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823054, 1,I, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:30)
2,51, 0, 0,823070, 1,I, 	(05-JUN-2025 15:13:30)
2,51, 0, 0,823070, 1,I, 	(05-JUN-2025 15:13:30)
2,51, 0, 0,823070, 1,I, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823043, 4,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823043, 4,D, 	(05-JUN-2025 15:13:30)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:30)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:30)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:30)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:30)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823043, 4,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823043, 4,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823041, 4,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823041, 4,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823088, 3,D, 	(05-JUN-2025 15:13:30)
2,154, 0, 0,823088, 3,D, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823012, 0,I, 	(05-JUN-2025 15:13:30)
2,1, 0, 0,823012, 0,I, 	(05-JUN-2025 15:13:30)
2,43, 0, 0,823065, 0,I, 	(05-JUN-2025 15:13:30)
